Date,Close,High,Low,Open,Volume
,VNQ,VNQ,VNQ,VNQ,VNQ
2022-01-03,100.19995880126953,101.19238185418494,98.77226224648784,101.16626650675241,9845000
2022-01-04,100.07806396484375,101.05307881701745,99.99101060916196,100.47851471437617,5330700
2022-01-05,97.21400451660156,99.93882151135404,97.10954310301233,99.9039988262416,6928300
2022-01-06,97.30101776123047,97.6927678257947,96.28247954850504,97.33584043197475,5974500
2022-01-07,96.65682220458984,97.37067040401197,96.42177746162285,97.04857229852927,6999300
2022-01-10,96.09967803955078,96.19543873614818,94.90702631758529,96.06485536426571,6571900
2022-01-11,96.24767303466797,96.34343373485359,94.76774580920261,95.99521361070103,5568500
2022-01-12,96.36083984375,96.95281200975867,96.21284182093845,96.25637182324994,4331700
2022-01-13,96.1693344116211,97.05728948704298,96.00392834549717,96.63072328897,3921700
2022-01-14,95.29878997802734,95.75147153758041,94.16707611652396,95.65571082737257,6465300
2022-01-18,94.29764556884766,94.80256439499395,93.67085070076897,94.67198102385319,5828700
2022-01-19,93.02665710449219,95.2030247016556,93.02665710449219,94.80257386078713,5111000
2022-01-20,91.83399200439453,94.28023334662373,91.77305398614659,93.14851970288103,6982000
2022-01-21,91.60767364501953,92.8003189133551,91.37262221020711,91.86883378823114,8031500
2022-01-24,91.78176879882812,92.01681356216542,88.44757225572432,90.67617705139563,15646100
2022-01-25,91.4161376953125,92.11257127495861,89.70115912957456,90.78063549516106,9942900
2022-01-26,89.98843383789062,93.02664060497507,89.37904703371966,91.94716432793066,9589300
2022-01-27,88.49981689453125,91.29427214707741,88.11677406456022,90.52818648713534,7459300
2022-01-28,91.36389923095703,91.37260656009688,87.5944360064254,88.6216816673066,6924500
2022-01-31,92.4869155883789,92.66102898127352,90.59783010726348,91.03310362687975,7457700
2022-02-01,92.1561050415039,92.82642330251754,91.59895549834424,92.40856446602102,9610000
2022-02-02,93.33134460449219,93.60121205356164,92.52173561553721,92.63491097811212,4619300
2022-02-03,92.33891296386719,93.20075256827977,92.26926761517328,92.73936375623815,5453100
2022-02-04,91.42485046386719,92.51303430249597,90.56301072336237,91.73824794073204,6865600
2022-02-07,91.29424285888672,91.92103095901301,91.09401417788824,91.35518086758282,5860900
2022-02-08,90.86769104003906,91.57283860757781,90.64135360814666,91.24202650570278,6106100
2022-02-09,92.92218780517578,92.99183316135716,91.81659600322001,91.81659600322001,5746600
2022-02-10,90.72840881347656,92.92218431686142,90.21478263310394,91.65118650212503,6948000
2022-02-11,89.90138244628906,91.53801499654261,89.36164757694695,91.18979488105805,5679000
2022-02-14,89.08306884765625,90.58041062836801,88.70002607349855,90.02326112509098,5350200
2022-02-15,89.88397216796875,90.41500633632985,89.56186740694355,89.85785682227002,3612600
2022-02-16,90.3018569946289,90.52819446706589,89.33554914602111,89.97975216451046,4333000
2022-02-17,89.34423065185547,90.23219225590387,89.2223546107894,89.96231818633233,4847000
2022-02-18,88.80449676513672,90.0580798643149,88.68262072274088,89.11789420036781,4809500
2022-02-22,88.48240661621094,89.11790892088702,87.89914165386607,88.46499859659872,6656900
2022-02-23,87.01985931396484,89.61409175944898,86.98503664416192,89.23104903336196,6201000
2022-02-24,88.48240661621094,88.76098142223739,85.06115625127035,85.32232303768457,9479200
2022-02-25,90.61524200439453,90.7458253942183,88.43887431315538,88.83933181308085,5870300
2022-02-28,89.26588439941406,90.22348470908557,88.32569210624737,89.8665639158949,7296900
2022-03-01,88.79578399658203,90.03195900329978,88.31698054382372,89.49222417482216,8896200
2022-03-02,90.45853424072266,90.91121571973444,88.98730781087895,89.11789117808775,6946100
2022-03-03,91.1985092163086,91.50319935010907,90.0232720477943,90.96345779755767,6517000
2022-03-04,91.61634826660156,91.70340162290309,90.1712439551092,90.40628868129787,6438500
2022-03-07,89.80561065673828,91.63375759985372,89.76208066024351,91.41612090086986,6506200
2022-03-08,89.3703384399414,90.97214137759542,89.06564174394099,89.76208184659188,7090600
2022-03-09,90.74580383300781,91.65117337445707,90.59781245918562,90.87638719180497,5785900
2022-03-10,90.97215270996094,91.18978943893214,89.54445629924955,89.78820837301795,4034900
2022-03-11,90.24960327148438,92.0951652488434,90.18866524892634,91.66859909093715,5381600
2022-03-14,89.54446411132812,90.91992995244412,89.14401329209431,90.76323122824425,4539900
2022-03-15,90.1451416015625,90.8241671769999,89.32682532257576,90.34536368573183,5245000
2022-03-16,91.2159194946289,91.6424856925183,89.28330396700164,90.80676131549649,6561300
2022-03-17,92.6261978149414,92.6261978149414,90.86768923745342,90.8851038960205,3844300
2022-03-18,92.6261978149414,92.93959525168687,92.06904829222641,92.57396048098636,5815300
2022-03-21,92.06034088134766,93.12240923362748,91.65989007736033,92.69584308355887,4571900
2022-03-22,92.29539489746094,92.86125180572814,92.09517279625287,92.61749969551997,4749800
2022-03-23,91.25989532470703,92.34527872132931,91.13735236112502,91.90762337193912,4595400
2022-03-24,91.83760833740234,91.86386659313763,90.9360392740027,91.28616493268673,3893400
2022-03-25,92.98426055908203,92.98426055908203,91.91638041408105,92.24024110592866,4495100
2022-03-28,93.97335815429688,93.97335815429688,92.87921976919012,93.07178919346342,4130800
2022-03-29,96.7305908203125,96.8881470191263,94.80490320391145,94.90118791863605,5350500
2022-03-30,96.03035736083984,96.51178102368381,95.60145689272841,96.3367148380623,5216200
2022-03-31,94.85743713378906,96.7130918210258,94.85743713378906,96.42424432222401,7466900
2022-04-01,96.70433807373047,96.73934462826841,94.98872306535439,95.29508718133738,6568700
2022-04-04,96.2316665649414,96.94942111709119,95.38261406389167,96.73934172761484,6311800
2022-04-05,95.75899505615234,97.15073590931267,95.47014091293725,95.96031278402403,4993700
2022-04-06,96.89690399169922,96.9931887150425,94.91870636940808,95.37386505222872,5050800
2022-04-07,95.93406677246094,96.41549040591883,95.30384189887668,96.33670895767493,5338200
2022-04-08,96.09160614013672,96.51175820821184,95.3913615974656,96.07410286475843,5941000
2022-04-11,95.05874633789062,96.36295748859168,94.85742860464826,95.83777237297504,4315700
2022-04-12,94.91869354248047,95.78524925737567,94.55105797662712,95.10250798636183,5094800
2022-04-13,95.59268951416016,95.73274244449046,94.67361720170985,94.97997463919329,4673100
2022-04-14,95.18128967285156,96.38922278928847,95.10251491034886,95.9690706883341,4464700
2022-04-18,94.79615020751953,95.52265300340906,94.33222993315677,94.98871294933602,4256900
2022-04-19,96.86189270019531,97.12448192349073,95.19004592942238,95.28633064805805,7536100
2022-04-20,98.47245025634766,98.79631760796998,97.14198097791058,97.21200075607747,5395900
2022-04-21,97.78971862792969,99.26899594103274,97.70218888803821,98.9713868116924,4820700
2022-04-22,96.07410430908203,97.6409112635706,96.01283282720105,97.54462655231612,4917800
2022-04-25,95.82902526855469,96.22291244065572,94.23595994706896,95.77650208167438,6032300
2022-04-26,94.25347137451172,96.13539101325864,94.19219988292888,95.54893435409546,6217500
2022-04-27,93.63199615478516,95.06750531429795,93.55321471117863,94.3059825238611,6007100
2022-04-28,95.35635375976562,95.66271118188538,93.09805045712694,94.09590416236898,7235300
2022-04-29,90.97981262207031,94.90120152206528,90.75222992936332,94.76990355788463,9573900
2022-05-02,88.78277587890625,91.50499303695959,86.97088276619762,90.91853639598772,11885700
2022-05-03,89.88565826416016,90.42834662626007,88.4851557963251,89.0803673417278,7245400
2022-05-04,90.91852569580078,91.10234014321448,88.35386505277799,89.94693027512074,8686700
2022-05-05,88.4939193725586,91.01481871715573,87.81117802609398,90.54215009004378,8884000
2022-05-06,87.44355773925781,88.14380243233165,86.54198860659389,87.86370321948372,9398500
2022-05-09,83.59217071533203,86.65575812374733,83.28581331010861,86.65575812374733,8491700
2022-05-10,82.06914520263672,85.13273310435066,81.41266208084087,84.53752147346543,12528300
2022-05-11,81.8940658569336,83.8109984012194,81.71900639051715,82.24419146785706,9095800
2022-05-12,82.5330581665039,82.62934289112312,81.29886670261675,81.7452770914793,8312300
2022-05-13,84.71257781982422,84.73883607522554,82.71687027222701,83.25081039235855,7536700
2022-05-16,84.17863464355469,84.8963892035285,84.00357516184054,84.51125700813917,4614200
2022-05-17,85.32530212402344,85.35156038026791,84.06485239955613,85.18524918659746,4492000
2022-05-18,82.8481674194336,85.19400059838635,82.52430002376222,85.07145762231424,5130300
2022-05-19,82.48052215576172,83.46962074619101,82.18291307417776,82.18291307417776,6365100
2022-05-20,83.00570678710938,83.44336209231008,81.71024414535566,83.24203771355816,4471300
2022-05-23,83.96855163574219,84.20488257489235,82.52428771534125,83.72346572015228,4662400
2022-05-24,84.67756652832031,84.83512274243255,82.33173327270029,83.58342800756641,5895300
2022-05-25,85.39530944824219,85.62289209929001,84.09985335662668,84.34493928325173,4589300
2022-05-26,85.50035858154297,86.34065614198447,85.38657058249376,85.71918627993163,4355200
2022-05-27,87.79367065429688,87.81117393088859,85.94676444263925,85.94676444263925,4990000
2022-05-31,86.71703338623047,87.29474167106419,86.24436479266404,86.98837757439068,6276900
2022-06-01,85.99929809570312,87.102191727407,84.8876561630048,87.00590699172932,4607100
2022-06-02,87.18095397949219,87.22472219054558,84.63380303476065,85.67541834129887,5450800
2022-06-03,86.01679229736328,86.96212959619342,85.78921628986434,86.49821592494112,4989900
2022-06-06,85.74543762207031,86.90960248637987,85.53536491841976,86.7345363349287,5445300
2022-06-07,86.92710876464844,86.97087697354554,84.99267280141743,85.32529516161686,6489200
2022-06-08,84.92264556884766,86.58573732050064,84.73883111370947,86.36690963418027,4566100
2022-06-09,82.90943908691406,85.03644457347141,82.90943908691406,84.56377594555963,4358600
2022-06-10,81.07128143310547,82.04287686826164,81.01875824871134,81.82404918787675,7260100
2022-06-13,77.01859283447266,79.31190945753498,76.68597714576075,79.26814124776892,8559700
2022-06-14,76.43212890625,77.42998255498084,75.82816239535323,77.28118134096269,8707300
2022-06-15,78.24403381347656,79.3119140843901,76.94857753715873,77.14989528640805,8851100
2022-06-16,76.18704223632812,77.02733968607812,75.85442658270537,76.38835995259515,8083300
2022-06-17,76.76473999023438,77.77134855573486,76.06449548934417,76.16078019340621,7791800
2022-06-21,77.83262634277344,78.67292381881703,77.43873919647169,77.47375242606817,5933100
2022-06-22,78.82173919677734,79.82834126134892,77.0098461312206,77.01859443088217,6250200
2022-06-23,80.31924438476562,80.54827679374304,79.06838696454511,79.11242726432002,6139300
2022-06-24,82.02816772460938,82.13386982199415,80.65397997292075,80.89182313330016,4656500
2022-06-27,81.90484619140625,82.79453689639581,81.42035583076282,81.96650798997614,3784200
2022-06-28,80.90943908691406,83.01475768513924,80.7949262395366,82.38932895752647,4735900
2022-06-29,80.4073257446289,80.5658855974549,79.51762841929246,80.45137276177049,4606700
2022-06-30,80.25758361816406,81.24417909049652,79.2445626215013,79.84356581530461,6402600
2022-07-01,81.70223236083984,81.93126475920768,79.98450617465966,80.13425528409456,4512500
2022-07-05,81.47319793701172,81.49962345912193,79.57048641813219,80.87419479353217,5154400
2022-07-06,81.32344818115234,82.406941623428,81.05037549402152,81.72865519840916,3428900
2022-07-07,81.54367065429688,82.26599738295417,81.33225975632263,81.81674334420656,3032400
2022-07-08,81.11204528808594,81.71985251362364,80.72445300697701,81.3675032260321,3509800
2022-07-11,80.93586730957031,81.26179780692267,80.31043856110942,80.84777998398734,3453200
2022-07-12,80.6187515258789,81.43797646329195,80.04618052111388,80.51304941823366,4396100
2022-07-13,80.23114776611328,80.82134013562363,79.20931615266467,79.71142121220242,5572400
2022-07-14,79.50882720947266,79.8611831971961,78.79530448615903,78.9010132986655,4494500
2022-07-15,80.8565902709961,81.24418256610636,80.07260165271003,80.80373922007455,5124800
2022-07-18,80.28399658203125,81.50842830240533,79.9668768984176,81.42034099487505,3397900
2022-07-19,82.36289978027344,82.45979784707723,80.91824624691168,81.00633356565196,3659100
2022-07-20,82.16910552978516,83.17331577182799,81.7638984777882,82.21315255048056,4212400
2022-07-21,82.82096099853516,82.82977174693148,81.37630741060386,82.3364773668472,5062800
2022-07-22,83.25259399414062,83.78112460713442,82.61835457029551,83.31425578697937,3615200
2022-07-25,83.3935317993164,83.86921136403262,82.97070999998954,83.34068075455838,3252800
2022-07-26,83.48162078857422,83.93087483992244,83.17331182024954,83.38472944478485,3337300
2022-07-27,83.98373413085938,84.18634102743883,82.9707198098585,83.68423588097825,4160900
2022-07-28,86.70567321777344,86.78494979036053,84.52988211723714,84.53869286551297,4100300
2022-07-29,87.17255401611328,87.4896737911945,86.35332905059227,86.70568510297502,3301300
2022-08-01,86.46782684326172,86.94349966538773,86.05380909008628,86.72327802822046,3572700
2022-08-02,85.35791778564453,86.68805850980216,85.30506001657992,86.44140460230814,4731300
2022-08-03,85.63098907470703,86.52068645879842,85.58694877528829,85.88644700560978,3107000
2022-08-04,85.49886322021484,85.87764478009156,84.97914327932688,85.74551042745878,2884200
2022-08-05,85.73670196533203,85.78074226684392,84.57393181943274,84.87343006398874,2719300
2022-08-08,86.5030517578125,87.1196763412321,86.0009467207899,86.32687714576728,4694200
2022-08-09,86.97874450683594,86.98755525496775,86.23880295892474,86.61758448101214,3403700
2022-08-10,88.3000717163086,88.4322060516531,87.62179198513299,87.9653372246498,3165200
2022-08-11,88.08865356445312,89.07524890380213,87.8420064097736,88.68765667751664,2151600
2022-08-12,89.60379028320312,89.66545207930662,88.5907693009615,88.6171948249156,3423700
2022-08-15,89.9649429321289,90.09707726169266,89.26023770884086,89.41879756019112,2135300
2022-08-16,89.72710418701172,90.17635820761791,89.40117374529648,89.56854433977607,3680800
2022-08-17,89.18975830078125,89.71828885769679,88.65241699707177,88.91668563584487,3683400
2022-08-18,88.5995864868164,89.41881139207732,88.18556865976822,89.19858971561612,2263400
2022-08-19,87.66584014892578,88.42340323753257,87.35753115254676,88.07105393917487,2788800
2022-08-22,85.75430297851562,87.04920726238652,85.6662156689976,86.97873472651972,3517500
2022-08-23,84.65321350097656,85.7102816105061,84.32728971172669,85.66623458570521,5605300
2022-08-24,85.13768005371094,85.65739985355744,84.66200054570216,84.73247307739913,2292200
2022-08-25,86.40616607666016,86.43259832081911,85.22578122156186,85.40195585883183,2129200
2022-08-26,84.23038482666016,86.49426327344446,84.19514855379353,86.49426327344446,3187200
2022-08-29,83.47281646728516,84.33608157555298,83.314256609758,83.72827438889176,2833800
2022-08-30,82.31885528564453,83.78994110832107,82.0810188456872,83.78994110832107,3643600
2022-08-31,81.9312515258789,83.15568316762105,81.74626617575568,82.78571246737458,4100800
2022-09-01,82.08100891113281,82.09862368503656,80.60992998713799,81.43795877323433,4746100
2022-09-02,80.93586730957031,82.95309865239146,80.74207788154064,82.79453877808925,3561800
2022-09-06,81.66699981689453,82.0105450698072,80.83016019480097,81.27940754360569,4591800
2022-09-07,83.26139068603516,83.42876127498012,81.6317519726099,81.66698823978942,3681100
2022-09-08,83.49042510986328,83.78111928074998,82.58311304979054,82.82976020546496,3408300
2022-09-09,84.39775085449219,84.68844507251309,83.40235132322817,83.75470734016575,4129900
2022-09-12,85.21696472167969,85.3755245727731,84.62677233396634,84.73248114157234,2737500
2022-09-13,81.95768737792969,83.78112231119934,81.69341871835911,83.55208992094693,4824900
2022-09-14,81.0239486694336,81.86078821239161,80.4513710618476,81.6141410511253,5301500
2022-09-15,79.52645111083984,81.28822453100247,79.43836378395815,81.0503880763587,6727800
2022-09-16,79.5352554321289,79.62334275189187,78.48699818124403,79.11242688838229,6807800
2022-09-19,79.42073822021484,79.45596776967697,78.29319773911789,78.82173506988858,4467100
2022-09-20,77.4916000366211,78.7512682208117,77.09519700989627,78.68079567553193,5850800
2022-09-21,76.26717376708984,78.4870053425645,76.240748240813,78.02894720562388,7128900
2022-09-22,75.2981948852539,76.0733727290084,75.0339261981891,76.03813645602429,6743600
2022-09-23,74.29734802246094,74.91173900019044,73.47814872977231,74.52885451566704,8982100
2022-09-26,72.21375274658203,73.95009246388913,71.4568898513905,73.8966621323179,8119600
2022-09-27,71.25208282470703,73.32678277987645,71.07399984896779,72.83705119987853,10015000
2022-09-28,72.7302017211914,73.02404476295555,71.17195181256574,71.90210292658455,9000200
2022-09-29,70.59317016601562,72.00004882191422,70.10343856864885,72.00004882191422,8576300
2022-09-30,71.38565063476562,71.89319460390603,70.78906517503451,70.96714815621596,9023600
2022-10-03,72.6589584350586,73.11307883592984,71.26989225995807,72.48087546666153,8718400
2022-10-04,74.12816619873047,74.68023426650586,73.39801516376545,73.50486902013706,6439300
2022-10-05,72.6767807006836,73.2377482415798,71.47469672337206,73.1219949757084,6518400
2022-10-06,70.6554946899414,72.765812518503,70.50412348699005,72.471969505647,7820800
2022-10-07,68.95478057861328,70.37946472415697,68.49175398541792,69.98767403659626,6913700
2022-10-10,68.30476379394531,69.64040643393665,68.19790993711129,69.05272720492394,6549500
2022-10-11,68.99931335449219,69.47123944635366,67.45887561288514,68.26026274691,7189700
2022-10-12,68.27804565429688,69.00819662426157,67.8506370602894,69.00819662426157,6634400
2022-10-13,69.524658203125,69.86301858404782,66.4793943945288,66.9157024529296,8561200
2022-10-14,67.7972183227539,70.59316297549647,67.6992706545713,70.05890729031928,7320700
2022-10-17,70.35275268554688,70.6198771404979,68.99929765744756,69.05272798318164,5823800
2022-10-18,71.11851501464844,72.11579042242275,70.45959314202132,71.51029887051868,5609200
2022-10-19,69.34656524658203,70.65549615514817,68.91916339486448,70.42398285596703,6452100
2022-10-20,69.04383087158203,70.15686656374689,68.8479355028121,69.38219127636509,4959700
2022-10-21,69.58698272705078,69.62260067923911,68.1533924202614,69.28423353016476,6060100
2022-10-24,69.57807159423828,70.44178819147082,69.07052770013854,70.15685138765043,4918000
2022-10-25,72.31169891357422,72.44526454955765,69.8185031467486,69.8185031467486,5815800
2022-10-26,72.26716613769531,72.93498738162874,71.7774278414392,72.24044758145762,5746800
2022-10-27,72.3740234375,73.21102835565179,72.1425101379927,72.66786645686349,5239600
2022-10-28,73.9678955078125,74.1548846783202,71.87538988344883,72.08018463491568,4651400
2022-10-31,73.88775634765625,74.28844643591628,73.08636937770618,73.2822647251862,5112200
2022-11-01,73.86103820800781,74.9117440649403,73.69186141975456,74.68913694943282,4751100
2022-11-02,71.83084869384766,74.27952649714187,71.68838369969349,73.398004390116,7240200
2022-11-03,71.73291778564453,72.2760797141155,70.37056326760208,71.17195027628303,5231600
2022-11-04,72.71239471435547,73.20212631426384,71.3233216320813,72.30279162532837,5664800
2022-11-07,72.71239471435547,73.50487553744513,72.22265632101677,73.09527244841803,5545800
2022-11-08,72.93498229980469,73.70965054099706,72.47195579861915,72.90826374542864,5578400
2022-11-09,72.18701934814453,73.56718587963728,72.0000302272492,72.75689289566228,5510300
2022-11-10,77.46728515625,77.61865638187905,74.75147531558385,74.7959994612069,8312600
2022-11-11,77.4583740234375,78.25976103947544,77.16453777874891,77.49399197897588,5928000
2022-11-14,75.5706558227539,77.12890542108028,75.51722550270806,77.03095775999687,6181900
2022-11-15,76.38986206054688,76.92411780347173,75.57956886225708,76.57685123089905,5283900
2022-11-16,75.69532012939453,76.48780086132587,75.51723037347034,76.19395785912313,4258200
2022-11-17,75.17888641357422,75.33916383212575,74.4398290506182,74.76038388772128,4463400
2022-11-18,76.13162994384766,76.43437234593598,75.36586095883283,76.07820641252141,3854100
2022-11-21,76.53231048583984,76.60354638102434,75.63298278449382,75.86448925370013,3505900
2022-11-22,76.95082092285156,77.04876859061268,76.3631417097145,76.86177944127681,3514700
2022-11-23,77.01315307617188,77.38713818010694,76.38985589199642,76.85287568689392,4423800
2022-11-25,77.50289154052734,77.52069712005915,77.08438909051678,77.08438909051678,1524100
2022-11-28,75.42819213867188,77.43165612339904,75.25010916851251,77.06658399654339,4032700
2022-11-29,76.67478942871094,76.77273709536932,75.25010535926563,75.49051803615379,6035700
2022-11-30,78.4289321899414,78.48235571806005,75.92682385932584,76.49670426411835,7077800
2022-12-01,78.25975036621094,79.58648676027815,77.61864084081675,78.99880755761978,5038900
2022-12-02,78.02823638916016,78.42002704973234,77.01314858079535,77.33370334063996,3953700
2022-12-05,76.60356903076172,77.79674685089353,76.43438542803244,77.79674685089353,5983200
2022-12-06,75.88231658935547,76.79945684208603,75.5528556042241,76.76383888746939,5276900
2022-12-07,76.03368377685547,76.83507072973627,75.57956337131805,75.73094136878375,6206700
2022-12-08,76.56793212890625,77.26246515690387,76.13162413834375,76.274095935589,3994400
2022-12-09,76.42546081542969,77.16451791740745,76.13161785294282,76.31860697631757,4572500
2022-12-12,77.01315307617188,77.02205926264004,75.73984014841648,76.60355681322375,5115900
2022-12-13,78.43783569335938,79.66663125192521,77.53850788689066,79.14127495531656,6864400
2022-12-14,77.9035873413086,79.34608395284154,77.5118034219553,78.38441954515291,6553300
2022-12-15,76.86178588867188,77.57413138788276,76.43437723045932,77.03096947325625,5325500
2022-12-16,74.8761215209961,76.06039293331777,74.04802962376698,76.06039293331777,8166400
2022-12-19,73.92337036132812,74.79599327194344,73.4781561156618,74.79599327194344,3776100
2022-12-20,73.73637390136719,74.16378252404857,72.89046963562707,73.57609651704037,6614800
2022-12-21,74.36857604980469,75.16996295847888,74.12816337391718,74.22611104016788,7101700
2022-12-22,74.0561294555664,74.10127599104108,72.68354525556366,73.74910132288998,6619400
2022-12-23,74.71533966064453,74.74242896500083,73.50530480308554,73.83039023425442,3539500
2022-12-27,74.68824768066406,74.92303312575216,74.02905166678696,74.68824768066406,3961900
2022-12-28,73.41499328613281,75.19392392390378,73.30662919629349,74.841749243733,5168000
2022-12-29,75.0223617553711,75.18490445774653,73.71298807250072,73.92971626863203,5398400
